Date,Price,Stock
1998-02-05,29.07,SMSN LI Equity
1998-02-06,30.96,SMSN LI Equity
1998-02-09,34.41,SMSN LI Equity
1998-02-10,32.23,SMSN LI Equity
1998-02-11,30.43,SMSN LI Equity
1998-02-12,30.3,SMSN LI Equity
1998-02-13,28.68,SMSN LI Equity
1998-02-16,25.87,SMSN LI Equity
1998-02-17,26.04,SMSN LI Equity
1998-02-18,27.56,SMSN LI Equity
1998-02-19,29.42,SMSN LI Equity
1998-02-20,29.86,SMSN LI Equity
1998-02-23,29.15,SMSN LI Equity
1998-02-24,28.44,SMSN LI Equity
1998-02-25,27.7,SMSN LI Equity
1998-02-26,28.85,SMSN LI Equity
1998-02-27,31.91,SMSN LI Equity
1998-03-02,32.99,SMSN LI Equity
1998-03-03,32.3,SMSN LI Equity
1998-03-04,30.76,SMSN LI Equity
1998-03-05,26.85,SMSN LI Equity
1998-03-06,26.65,SMSN LI Equity
1998-03-09,27.09,SMSN LI Equity
1998-03-10,29.03,SMSN LI Equity
1998-03-11,29.98,SMSN LI Equity
1998-03-12,29.49,SMSN LI Equity
1998-03-13,29.43,SMSN LI Equity
1998-03-16,29.69,SMSN LI Equity
1998-03-17,28.27,SMSN LI Equity
1998-03-18,28.34,SMSN LI Equity
1998-03-19,28.58,SMSN LI Equity
1998-03-20,29.22,SMSN LI Equity
1998-03-23,28.1,SMSN LI Equity
1998-03-24,27.9,SMSN LI Equity
1998-03-25,27.86,SMSN LI Equity
1998-03-26,27.17,SMSN LI Equity
1998-03-27,28.02,SMSN LI Equity
1998-03-30,26.55,SMSN LI Equity
1998-03-31,26.43,SMSN LI Equity
1998-04-01,25.4,SMSN LI Equity
1998-04-02,23.86,SMSN LI Equity
1998-04-03,22.74,SMSN LI Equity
1998-04-06,23.98,SMSN LI Equity
1998-04-07,26.14,SMSN LI Equity
1998-04-08,27.04,SMSN LI Equity
1998-04-09,27.51,SMSN LI Equity
1998-04-14,26.63,SMSN LI Equity
1998-04-15,26.98,SMSN LI Equity
1998-04-16,25.04,SMSN LI Equity
1998-04-17,26.11,SMSN LI Equity
1998-04-20,26.73,SMSN LI Equity
1998-04-21,26.65,SMSN LI Equity
1998-04-22,26.36,SMSN LI Equity
1998-04-23,26.14,SMSN LI Equity
1998-04-24,26.55,SMSN LI Equity
1998-04-27,24.28,SMSN LI Equity
1998-04-28,25.01,SMSN LI Equity
1998-04-29,25.7,SMSN LI Equity
1998-04-30,27.41,SMSN LI Equity
1998-05-01,27.41,SMSN LI Equity
1998-05-05,25.04,SMSN LI Equity
1998-05-06,23.93,SMSN LI Equity
1998-05-07,23.98,SMSN LI Equity
1998-05-08,24.5,SMSN LI Equity
1998-05-11,24.18,SMSN LI Equity
1998-05-12,23.31,SMSN LI Equity
1998-05-13,23.27,SMSN LI Equity
1998-05-14,23.81,SMSN LI Equity
1998-05-15,23.08,SMSN LI Equity
1998-05-18,22.76,SMSN LI Equity
1998-05-19,22.76,SMSN LI Equity
1998-05-20,22.69,SMSN LI Equity
1998-05-21,22.12,SMSN LI Equity
1998-05-22,20.97,SMSN LI Equity
1998-05-26,17.74,SMSN LI Equity
1998-05-27,17.7,SMSN LI Equity
1998-05-28,18.72,SMSN LI Equity
1998-05-29,18.94,SMSN LI Equity
1998-06-01,17.18,SMSN LI Equity
1998-06-02,16.42,SMSN LI Equity
1998-06-03,18.72,SMSN LI Equity
1998-06-04,17.88,SMSN LI Equity
1998-06-05,19.02,SMSN LI Equity
1998-06-08,17.79,SMSN LI Equity
1998-06-09,17.41,SMSN LI Equity
1998-06-10,16.45,SMSN LI Equity
1998-06-11,16.23,SMSN LI Equity
1998-06-12,15.27,SMSN LI Equity
1998-06-15,14.1,SMSN LI Equity
1998-06-16,14.29,SMSN LI Equity
1998-06-17,15.83,SMSN LI Equity
1998-06-18,16.96,SMSN LI Equity
1998-06-19,17.01,SMSN LI Equity
1998-06-22,15.47,SMSN LI Equity
1998-06-23,15.39,SMSN LI Equity
1998-06-24,14.61,SMSN LI Equity
1998-06-25,15.3,SMSN LI Equity
1998-06-26,14.93,SMSN LI Equity
1998-06-29,15.2,SMSN LI Equity
1998-06-30,15.65,SMSN LI Equity
1998-07-01,18.01,SMSN LI Equity
1998-07-02,16.35,SMSN LI Equity
1998-07-03,16.47,SMSN LI Equity
1998-07-06,17.08,SMSN LI Equity
1998-07-07,17.82,SMSN LI Equity
1998-07-08,17.77,SMSN LI Equity
1998-07-09,17.5,SMSN LI Equity
1998-07-10,17.45,SMSN LI Equity
1998-07-13,17.55,SMSN LI Equity
1998-07-14,18.66,SMSN LI Equity
1998-07-15,18.8,SMSN LI Equity
1998-07-16,19.99,SMSN LI Equity
1998-07-17,20.8,SMSN LI Equity
1998-07-20,24.13,SMSN LI Equity
1998-07-21,23.67,SMSN LI Equity
1998-07-22,22.97,SMSN LI Equity
1998-07-23,21.85,SMSN LI Equity
1998-07-24,20.24,SMSN LI Equity
1998-07-27,18.7,SMSN LI Equity
1998-07-28,19.24,SMSN LI Equity
1998-07-29,20.12,SMSN LI Equity
1998-07-30,21.29,SMSN LI Equity
1998-07-31,19.97,SMSN LI Equity
1998-08-03,18.65,SMSN LI Equity
1998-08-04,19.92,SMSN LI Equity
1998-08-05,19.14,SMSN LI Equity
1998-08-06,18.09,SMSN LI Equity
1998-08-07,18.11,SMSN LI Equity
1998-08-10,17.74,SMSN LI Equity
1998-08-11,15.54,SMSN LI Equity
1998-08-12,17.01,SMSN LI Equity
1998-08-13,16.64,SMSN LI Equity
1998-08-14,15.96,SMSN LI Equity
1998-08-17,15.42,SMSN LI Equity
1998-08-18,15.49,SMSN LI Equity
1998-08-19,16.52,SMSN LI Equity
1998-08-20,18.26,SMSN LI Equity
1998-08-21,17.52,SMSN LI Equity
1998-08-24,17.45,SMSN LI Equity
1998-08-25,18.55,SMSN LI Equity
1998-08-26,18.45,SMSN LI Equity
1998-08-27,17.38,SMSN LI Equity
1998-08-28,16.89,SMSN LI Equity
1998-09-01,16.89,SMSN LI Equity
1998-09-02,17.06,SMSN LI Equity
1998-09-03,17.01,SMSN LI Equity
1998-09-04,17.82,SMSN LI Equity
1998-09-07,19.02,SMSN LI Equity
1998-09-08,18.58,SMSN LI Equity
1998-09-09,18.42,SMSN LI Equity
1998-09-10,17.55,SMSN LI Equity
1998-09-11,17.18,SMSN LI Equity
1998-09-14,16.96,SMSN LI Equity
1998-09-15,16.2,SMSN LI Equity
1998-09-16,16.42,SMSN LI Equity
1998-09-17,14.32,SMSN LI Equity
1998-09-18,13.39,SMSN LI Equity
1998-09-21,12.09,SMSN LI Equity
1998-09-22,12.29,SMSN LI Equity
1998-09-23,13.97,SMSN LI Equity
1998-09-24,14.41,SMSN LI Equity
1998-09-25,14.01,SMSN LI Equity
1998-09-28,14.39,SMSN LI Equity
1998-09-29,14.49,SMSN LI Equity
1998-09-30,13.44,SMSN LI Equity
1998-10-01,13.02,SMSN LI Equity
1998-10-02,13.12,SMSN LI Equity
1998-10-05,13.09,SMSN LI Equity
1998-10-06,13.78,SMSN LI Equity
1998-10-07,14.17,SMSN LI Equity
1998-10-08,13.83,SMSN LI Equity
1998-10-09,15.83,SMSN LI Equity
1998-10-12,16.25,SMSN LI Equity
1998-10-13,15.59,SMSN LI Equity
1998-10-14,16.35,SMSN LI Equity
1998-10-15,19.11,SMSN LI Equity
1998-10-16,18.36,SMSN LI Equity
1998-10-19,17.74,SMSN LI Equity
1998-10-20,19.47,SMSN LI Equity
1998-10-21,19.33,SMSN LI Equity
1998-10-22,18.58,SMSN LI Equity
1998-10-23,18.55,SMSN LI Equity
1998-10-26,18.21,SMSN LI Equity
1998-10-27,17.87,SMSN LI Equity
1998-10-28,18.12,SMSN LI Equity
1998-10-29,19.68,SMSN LI Equity
1998-10-30,22.44,SMSN LI Equity
1998-11-02,23.2,SMSN LI Equity
1998-11-03,23.13,SMSN LI Equity
1998-11-04,23.98,SMSN LI Equity
1998-11-05,24.82,SMSN LI Equity
1998-11-06,24.19,SMSN LI Equity
1998-11-09,24.3,SMSN LI Equity
1998-11-10,23.05,SMSN LI Equity
1998-11-11,24.16,SMSN LI Equity
1998-11-12,23.93,SMSN LI Equity
1998-11-13,25.56,SMSN LI Equity
1998-11-16,28.78,SMSN LI Equity
1998-11-17,28.44,SMSN LI Equity
1998-11-18,28.85,SMSN LI Equity
1998-11-19,31.79,SMSN LI Equity
1998-11-20,32.45,SMSN LI Equity
1998-11-23,32.18,SMSN LI Equity
1998-11-24,32.16,SMSN LI Equity
1998-11-25,31.86,SMSN LI Equity
1998-11-26,32.4,SMSN LI Equity
1998-11-27,32.28,SMSN LI Equity
1998-11-30,31.86,SMSN LI Equity
1998-12-01,30.47,SMSN LI Equity
1998-12-02,32.18,SMSN LI Equity
1998-12-03,33.5,SMSN LI Equity
1998-12-04,35.78,SMSN LI Equity
1998-12-07,35.95,SMSN LI Equity
1998-12-08,35.24,SMSN LI Equity
1998-12-09,36.81,SMSN LI Equity
1998-12-10,39.01,SMSN LI Equity
1998-12-11,35.24,SMSN LI Equity
1998-12-14,32.84,SMSN LI Equity
1998-12-15,32.28,SMSN LI Equity
1998-12-16,31.35,SMSN LI Equity
1998-12-17,32.08,SMSN LI Equity
1998-12-18,33.97,SMSN LI Equity
1998-12-21,39.08,SMSN LI Equity
1998-12-22,37.1,SMSN LI Equity
1998-12-23,37.88,SMSN LI Equity
1998-12-24,37.93,SMSN LI Equity
1998-12-29,37.69,SMSN LI Equity
1998-12-30,37.93,SMSN LI Equity
1999-01-04,39.58,SMSN LI Equity
1999-01-05,39.18,SMSN LI Equity
1999-01-06,40.2,SMSN LI Equity
1999-01-07,41.6,SMSN LI Equity
1999-01-08,41.43,SMSN LI Equity
1999-01-11,41.03,SMSN LI Equity
1999-01-12,40.33,SMSN LI Equity
1999-01-13,37.93,SMSN LI Equity
1999-01-14,40.18,SMSN LI Equity
1999-01-15,41.9,SMSN LI Equity
1999-01-18,43.95,SMSN LI Equity
1999-01-19,43.4,SMSN LI Equity
1999-01-20,45.28,SMSN LI Equity
1999-01-21,44.58,SMSN LI Equity
1999-01-22,43.88,SMSN LI Equity
1999-01-25,44.25,SMSN LI Equity
1999-01-26,44.05,SMSN LI Equity
1999-01-27,45.25,SMSN LI Equity
1999-01-28,43.56,SMSN LI Equity
1999-01-29,41.45,SMSN LI Equity
1999-02-01,41.45,SMSN LI Equity
1999-02-02,40.51,SMSN LI Equity
1999-02-03,39.75,SMSN LI Equity
1999-02-04,39.28,SMSN LI Equity
1999-02-05,40.65,SMSN LI Equity
1999-02-08,40.68,SMSN LI Equity
1999-02-09,39.8,SMSN LI Equity
1999-02-10,39.38,SMSN LI Equity
1999-02-11,40.08,SMSN LI Equity
1999-02-12,42.63,SMSN LI Equity
1999-02-15,42.25,SMSN LI Equity
1999-02-16,42.38,SMSN LI Equity
1999-02-17,42,SMSN LI Equity
1999-02-18,40.08,SMSN LI Equity
1999-02-19,38.3,SMSN LI Equity
1999-02-22,37.75,SMSN LI Equity
1999-02-23,37.25,SMSN LI Equity
1999-02-24,38.5,SMSN LI Equity
1999-02-25,39.48,SMSN LI Equity
1999-02-26,41.48,SMSN LI Equity
1999-03-01,41.6,SMSN LI Equity
1999-03-02,42.03,SMSN LI Equity
1999-03-03,41.45,SMSN LI Equity
1999-03-04,40.75,SMSN LI Equity
1999-03-05,42.59,SMSN LI Equity
1999-03-08,43.53,SMSN LI Equity
1999-03-09,42.65,SMSN LI Equity
1999-03-10,42.13,SMSN LI Equity
1999-03-11,43.38,SMSN LI Equity
1999-03-12,43.35,SMSN LI Equity
1999-03-15,43.55,SMSN LI Equity
1999-03-16,44.36,SMSN LI Equity
1999-03-17,43.48,SMSN LI Equity
1999-03-18,43.33,SMSN LI Equity
1999-03-19,44.98,SMSN LI Equity
1999-03-22,45.88,SMSN LI Equity
1999-03-23,44.25,SMSN LI Equity
1999-03-24,43.73,SMSN LI Equity
1999-03-25,43.75,SMSN LI Equity
1999-03-26,43.2,SMSN LI Equity
1999-03-29,41.85,SMSN LI Equity
1999-03-30,41.98,SMSN LI Equity
1999-03-31,40.85,SMSN LI Equity
1999-04-01,41.1,SMSN LI Equity
1999-04-06,40.9,SMSN LI Equity
1999-04-07,40.75,SMSN LI Equity
1999-04-08,40.78,SMSN LI Equity
1999-04-09,40.98,SMSN LI Equity
1999-04-12,39.85,SMSN LI Equity
1999-04-13,40.38,SMSN LI Equity
1999-04-14,40.03,SMSN LI Equity
1999-04-15,42.13,SMSN LI Equity
1999-04-16,44.98,SMSN LI Equity
1999-04-19,49.69,SMSN LI Equity
1999-04-20,47.78,SMSN LI Equity
1999-04-21,45.5,SMSN LI Equity
1999-04-22,46.5,SMSN LI Equity
1999-04-23,47.13,SMSN LI Equity
1999-04-26,47.03,SMSN LI Equity
1999-04-27,45.98,SMSN LI Equity
1999-04-28,45,SMSN LI Equity
1999-04-29,44.1,SMSN LI Equity
1999-04-30,44.68,SMSN LI Equity
1999-05-04,43.48,SMSN LI Equity
1999-05-05,43.05,SMSN LI Equity
1999-05-06,43.88,SMSN LI Equity
1999-05-07,44.13,SMSN LI Equity
1999-05-10,44.78,SMSN LI Equity
1999-05-11,44.4,SMSN LI Equity
1999-05-12,43.3,SMSN LI Equity
1999-05-13,42.75,SMSN LI Equity
1999-05-14,42.43,SMSN LI Equity
1999-05-17,41.58,SMSN LI Equity
1999-05-18,42.9,SMSN LI Equity
1999-05-19,43.03,SMSN LI Equity
1999-05-20,41.38,SMSN LI Equity
1999-05-21,40.98,SMSN LI Equity
1999-05-24,38.2,SMSN LI Equity
1999-05-25,36.88,SMSN LI Equity
1999-05-26,38.35,SMSN LI Equity
1999-05-27,37.93,SMSN LI Equity
1999-05-28,37.45,SMSN LI Equity
1999-06-01,37.38,SMSN LI Equity
1999-06-02,38.58,SMSN LI Equity
1999-06-03,38.78,SMSN LI Equity
1999-06-04,40.08,SMSN LI Equity
1999-06-07,42.25,SMSN LI Equity
1999-06-08,41.35,SMSN LI Equity
1999-06-09,39.85,SMSN LI Equity
1999-06-10,42.78,SMSN LI Equity
1999-06-11,45.5,SMSN LI Equity
1999-06-14,43.65,SMSN LI Equity
1999-06-15,43.48,SMSN LI Equity
1999-06-16,47.35,SMSN LI Equity
1999-06-17,48.03,SMSN LI Equity
1999-06-18,50.98,SMSN LI Equity
1999-06-21,54.95,SMSN LI Equity
1999-06-22,54.33,SMSN LI Equity
1999-06-23,53.6,SMSN LI Equity
1999-06-24,53.38,SMSN LI Equity
1999-06-25,53.23,SMSN LI Equity
1999-06-28,54.85,SMSN LI Equity
1999-06-29,53.68,SMSN LI Equity
1999-06-30,53.55,SMSN LI Equity
1999-07-01,57.18,SMSN LI Equity
1999-07-02,59.33,SMSN LI Equity
1999-07-05,62.75,SMSN LI Equity
1999-07-06,69.05,SMSN LI Equity
1999-07-07,67.4,SMSN LI Equity
1999-07-08,66.5,SMSN LI Equity
1999-07-09,65.6,SMSN LI Equity
1999-07-12,62.23,SMSN LI Equity
1999-07-13,64.38,SMSN LI Equity
1999-07-14,64.63,SMSN LI Equity
1999-07-15,69.88,SMSN LI Equity
1999-07-16,73.38,SMSN LI Equity
1999-07-19,72.95,SMSN LI Equity
1999-07-20,71.6,SMSN LI Equity
1999-07-21,68.88,SMSN LI Equity
1999-07-22,70.08,SMSN LI Equity
1999-07-23,64.3,SMSN LI Equity
1999-07-26,64.75,SMSN LI Equity
1999-07-27,68.45,SMSN LI Equity
1999-07-28,72.25,SMSN LI Equity
1999-07-29,80.33,SMSN LI Equity
1999-07-30,80.08,SMSN LI Equity
1999-08-02,79.88,SMSN LI Equity
1999-08-03,82.13,SMSN LI Equity
1999-08-04,82.18,SMSN LI Equity
1999-08-05,79.55,SMSN LI Equity
1999-08-06,76.88,SMSN LI Equity
1999-08-09,77.65,SMSN LI Equity
1999-08-10,81.45,SMSN LI Equity
1999-08-11,77.7,SMSN LI Equity
1999-08-12,76.68,SMSN LI Equity
1999-08-13,73.75,SMSN LI Equity
1999-08-16,77.25,SMSN LI Equity
1999-08-17,75.25,SMSN LI Equity
1999-08-18,75.18,SMSN LI Equity
1999-08-19,73.53,SMSN LI Equity
1999-08-20,73.43,SMSN LI Equity
1999-08-23,77.13,SMSN LI Equity
1999-08-24,79.98,SMSN LI Equity
1999-08-25,83.15,SMSN LI Equity
1999-08-26,86.53,SMSN LI Equity
1999-08-27,91.25,SMSN LI Equity
1999-08-31,92.95,SMSN LI Equity
1999-09-01,91.55,SMSN LI Equity
1999-09-02,93.7,SMSN LI Equity
1999-09-03,98.7,SMSN LI Equity
1999-09-06,99.63,SMSN LI Equity
1999-09-07,99.15,SMSN LI Equity
1999-09-08,98.38,SMSN LI Equity
1999-09-09,98.13,SMSN LI Equity
1999-09-10,96.38,SMSN LI Equity
1999-09-13,101.65,SMSN LI Equity
1999-09-14,97.13,SMSN LI Equity
1999-09-15,98,SMSN LI Equity
1999-09-16,92.75,SMSN LI Equity
1999-09-17,92.78,SMSN LI Equity
1999-09-20,91.63,SMSN LI Equity
1999-09-21,99.03,SMSN LI Equity
1999-09-22,96.13,SMSN LI Equity
1999-09-23,95.25,SMSN LI Equity
1999-09-24,94.25,SMSN LI Equity
1999-09-27,89.55,SMSN LI Equity
1999-09-28,89.2,SMSN LI Equity
1999-09-29,82.68,SMSN LI Equity
1999-09-30,79.58,SMSN LI Equity
1999-10-01,82.13,SMSN LI Equity
1999-10-04,81.98,SMSN LI Equity
1999-10-05,83.43,SMSN LI Equity
1999-10-06,88.05,SMSN LI Equity
1999-10-07,87.05,SMSN LI Equity
1999-10-08,81.7,SMSN LI Equity
1999-10-11,79.95,SMSN LI Equity
1999-10-12,85.88,SMSN LI Equity
1999-10-13,85.05,SMSN LI Equity
1999-10-14,85.68,SMSN LI Equity
1999-10-15,81.98,SMSN LI Equity
1999-10-18,80.25,SMSN LI Equity
1999-10-19,79.6,SMSN LI Equity
1999-10-20,78.48,SMSN LI Equity
1999-10-21,76.13,SMSN LI Equity
1999-10-22,77.88,SMSN LI Equity
1999-10-25,75.4,SMSN LI Equity
1999-10-26,77.15,SMSN LI Equity
1999-10-27,77.63,SMSN LI Equity
1999-10-28,83.25,SMSN LI Equity
1999-10-29,85,SMSN LI Equity
1999-11-01,88.55,SMSN LI Equity
1999-11-02,88.75,SMSN LI Equity
1999-11-03,91.5,SMSN LI Equity
1999-11-04,94.75,SMSN LI Equity
1999-11-05,95.93,SMSN LI Equity
1999-11-08,93.98,SMSN LI Equity
1999-11-09,96.35,SMSN LI Equity
1999-11-10,94,SMSN LI Equity
1999-11-11,99.25,SMSN LI Equity
1999-11-12,104.28,SMSN LI Equity
1999-11-15,101.45,SMSN LI Equity
1999-11-16,103.63,SMSN LI Equity
1999-11-17,100.75,SMSN LI Equity
1999-11-18,101.78,SMSN LI Equity
1999-11-19,104.5,SMSN LI Equity
1999-11-22,101.63,SMSN LI Equity
1999-11-23,100.78,SMSN LI Equity
1999-11-24,101.25,SMSN LI Equity
1999-11-25,101.5,SMSN LI Equity
1999-11-26,103.95,SMSN LI Equity
1999-11-29,105.13,SMSN LI Equity
1999-11-30,104.43,SMSN LI Equity
1999-12-01,106.63,SMSN LI Equity
1999-12-02,109.1,SMSN LI Equity
1999-12-03,111.5,SMSN LI Equity
1999-12-06,118.38,SMSN LI Equity
1999-12-07,121,SMSN LI Equity
1999-12-08,121.73,SMSN LI Equity
1999-12-09,121.88,SMSN LI Equity
1999-12-10,124.38,SMSN LI Equity
1999-12-13,123.08,SMSN LI Equity
1999-12-14,122.6,SMSN LI Equity
1999-12-15,115.75,SMSN LI Equity
1999-12-16,115.5,SMSN LI Equity
1999-12-17,117.38,SMSN LI Equity
1999-12-20,118.25,SMSN LI Equity
1999-12-21,117.43,SMSN LI Equity
1999-12-22,120.35,SMSN LI Equity
1999-12-23,123.68,SMSN LI Equity
1999-12-24,121.88,SMSN LI Equity
1999-12-29,122,SMSN LI Equity
1999-12-30,122.25,SMSN LI Equity
2000-01-04,136.63,SMSN LI Equity
2000-01-05,128.38,SMSN LI Equity
2000-01-06,129.28,SMSN LI Equity
2000-01-07,129.05,SMSN LI Equity
2000-01-10,138.43,SMSN LI Equity
2000-01-11,136.38,SMSN LI Equity
2000-01-12,136.1,SMSN LI Equity
2000-01-13,137.7,SMSN LI Equity
2000-01-14,139.38,SMSN LI Equity
2000-01-17,146.43,SMSN LI Equity
2000-01-18,150.5,SMSN LI Equity
2000-01-19,146.53,SMSN LI Equity
2000-01-20,145.07,SMSN LI Equity
2000-01-21,146.4,SMSN LI Equity
2000-01-24,148.38,SMSN LI Equity
2000-01-25,147.88,SMSN LI Equity
2000-01-26,147.3,SMSN LI Equity
2000-01-27,142.7,SMSN LI Equity
2000-01-28,142.5,SMSN LI Equity
2000-01-31,138.2,SMSN LI Equity
2000-02-01,136.2,SMSN LI Equity
2000-02-02,134.28,SMSN LI Equity
2000-02-03,130.75,SMSN LI Equity
2000-02-04,131,SMSN LI Equity
2000-02-07,132.68,SMSN LI Equity
2000-02-08,137.88,SMSN LI Equity
2000-02-09,141.85,SMSN LI Equity
2000-02-10,146.4,SMSN LI Equity
2000-02-11,148,SMSN LI Equity
2000-02-14,141.63,SMSN LI Equity
2000-02-15,136.93,SMSN LI Equity
2000-02-16,132.1,SMSN LI Equity
2000-02-17,137.5,SMSN LI Equity
2000-02-18,143.5,SMSN LI Equity
2000-02-21,136.38,SMSN LI Equity
2000-02-22,136.2,SMSN LI Equity
2000-02-23,132,SMSN LI Equity
2000-02-24,131.85,SMSN LI Equity
2000-02-25,133.38,SMSN LI Equity
2000-02-28,126.28,SMSN LI Equity
2000-02-29,130.88,SMSN LI Equity
2000-03-01,145.5,SMSN LI Equity
2000-03-02,168.75,SMSN LI Equity
2000-03-03,164.82,SMSN LI Equity
2000-03-06,152.88,SMSN LI Equity
2000-03-07,149,SMSN LI Equity
2000-03-08,153.13,SMSN LI Equity
2000-03-09,149.07,SMSN LI Equity
2000-03-10,146.38,SMSN LI Equity
2000-03-13,135.75,SMSN LI Equity
2000-03-14,140.95,SMSN LI Equity
2000-03-15,143.88,SMSN LI Equity
2000-03-16,152,SMSN LI Equity
2000-03-17,151.38,SMSN LI Equity
2000-03-20,156.13,SMSN LI Equity
2000-03-21,162.75,SMSN LI Equity
2000-03-22,167.75,SMSN LI Equity
2000-03-23,169.5,SMSN LI Equity
2000-03-24,177.65,SMSN LI Equity
2000-03-27,176.53,SMSN LI Equity
2000-03-28,181.25,SMSN LI Equity
2000-03-29,191.43,SMSN LI Equity
2000-03-30,179.25,SMSN LI Equity
2000-03-31,178.45,SMSN LI Equity
2000-04-03,185.63,SMSN LI Equity
2000-04-04,180,SMSN LI Equity
2000-04-06,180.35,SMSN LI Equity
2000-04-07,188,SMSN LI Equity
2000-04-10,190.75,SMSN LI Equity
2000-04-11,183,SMSN LI Equity
2000-04-12,180.95,SMSN LI Equity
2000-04-13,174.5,SMSN LI Equity
2000-04-14,162.3,SMSN LI Equity
2000-04-17,144.65,SMSN LI Equity
2000-04-18,155.63,SMSN LI Equity
2000-04-19,157.13,SMSN LI Equity
2000-04-20,159.5,SMSN LI Equity
2000-04-25,151.53,SMSN LI Equity
2000-04-26,153.75,SMSN LI Equity
2000-04-27,148.38,SMSN LI Equity
2000-04-28,161.18,SMSN LI Equity
2000-05-02,168.88,SMSN LI Equity
2000-05-03,168.25,SMSN LI Equity
2000-05-04,168.98,SMSN LI Equity
2000-05-05,168.98,SMSN LI Equity
2000-05-08,178,SMSN LI Equity
2000-05-09,174.7,SMSN LI Equity
2000-05-10,174.2,SMSN LI Equity
2000-05-11,174.5,SMSN LI Equity
2000-05-12,173.3,SMSN LI Equity
2000-05-15,175.23,SMSN LI Equity
2000-05-16,180.13,SMSN LI Equity
2000-05-17,176.75,SMSN LI Equity
2000-05-18,176.95,SMSN LI Equity
2000-05-19,176.85,SMSN LI Equity
2000-05-22,172.25,SMSN LI Equity
2000-05-23,169.53,SMSN LI Equity
2000-05-24,169.68,SMSN LI Equity
2000-05-25,166.95,SMSN LI Equity
2000-05-26,150.23,SMSN LI Equity
2000-05-30,154,SMSN LI Equity
2000-05-31,161.13,SMSN LI Equity
2000-06-01,163.78,SMSN LI Equity
2000-06-02,176,SMSN LI Equity
2000-06-05,176.38,SMSN LI Equity
2000-06-06,176.75,SMSN LI Equity
2000-06-07,170.85,SMSN LI Equity
2000-06-08,174.5,SMSN LI Equity
2000-06-09,187.75,SMSN LI Equity
2000-06-12,187.18,SMSN LI Equity
2000-06-13,182.88,SMSN LI Equity
2000-06-14,190.2,SMSN LI Equity
2000-06-15,179.38,SMSN LI Equity
2000-06-16,176.88,SMSN LI Equity
2000-06-19,174.63,SMSN LI Equity
2000-06-20,181.03,SMSN LI Equity
2000-06-21,179.73,SMSN LI Equity
2000-06-22,179.45,SMSN LI Equity
2000-06-23,181.7,SMSN LI Equity
2000-06-26,184.3,SMSN LI Equity
2000-06-27,186,SMSN LI Equity
2000-06-28,192.88,SMSN LI Equity
2000-06-29,193.93,SMSN LI Equity
2000-06-30,196,SMSN LI Equity
2000-07-03,201.63,SMSN LI Equity
2000-07-04,199.75,SMSN LI Equity
2000-07-05,195.38,SMSN LI Equity
2000-07-06,194.13,SMSN LI Equity
2000-07-07,195.5,SMSN LI Equity
2000-07-10,196.93,SMSN LI Equity
2000-07-11,195.13,SMSN LI Equity
2000-07-12,196.13,SMSN LI Equity
2000-07-13,199.45,SMSN LI Equity
2000-07-14,196.25,SMSN LI Equity
2000-07-17,197,SMSN LI Equity
2000-07-18,195.57,SMSN LI Equity
2000-07-19,194.13,SMSN LI Equity
2000-07-20,191.25,SMSN LI Equity
2000-07-21,184.88,SMSN LI Equity
2000-07-24,169.43,SMSN LI Equity
2000-07-25,168.75,SMSN LI Equity
2000-07-26,168.38,SMSN LI Equity
2000-07-27,151.5,SMSN LI Equity
2000-07-28,143.63,SMSN LI Equity
2000-07-31,144,SMSN LI Equity
2000-08-01,151.18,SMSN LI Equity
2000-08-02,147.75,SMSN LI Equity
2000-08-03,141,SMSN LI Equity
2000-08-04,138.25,SMSN LI Equity
2000-08-07,133,SMSN LI Equity
2000-08-08,133.63,SMSN LI Equity
2000-08-09,138.88,SMSN LI Equity
2000-08-10,141.63,SMSN LI Equity
2000-08-11,140.9,SMSN LI Equity
2000-08-14,141,SMSN LI Equity
2000-08-15,152,SMSN LI Equity
2000-08-16,159.25,SMSN LI Equity
2000-08-17,159,SMSN LI Equity
2000-08-18,157.75,SMSN LI Equity
2000-08-21,156.13,SMSN LI Equity
2000-08-22,156.78,SMSN LI Equity
2000-08-23,150.6,SMSN LI Equity
2000-08-24,148.65,SMSN LI Equity
2000-08-25,148.55,SMSN LI Equity
2000-08-29,146.9,SMSN LI Equity
2000-08-30,142.13,SMSN LI Equity
2000-08-31,126,SMSN LI Equity
2000-09-01,131.78,SMSN LI Equity
2000-09-04,130.73,SMSN LI Equity
2000-09-05,127.78,SMSN LI Equity
2000-09-06,124.25,SMSN LI Equity
2000-09-07,111.75,SMSN LI Equity
2000-09-08,113.73,SMSN LI Equity
2000-09-11,113.25,SMSN LI Equity
2000-09-12,113.5,SMSN LI Equity
2000-09-13,113.5,SMSN LI Equity
2000-09-14,108.5,SMSN LI Equity
2000-09-15,102.75,SMSN LI Equity
2000-09-18,93.13,SMSN LI Equity
2000-09-19,98.55,SMSN LI Equity
2000-09-20,103.23,SMSN LI Equity
2000-09-21,97.69,SMSN LI Equity
2000-09-22,87.13,SMSN LI Equity
2000-09-25,95.75,SMSN LI Equity
2000-09-26,95.88,SMSN LI Equity
2000-09-27,100,SMSN LI Equity
2000-09-28,96.88,SMSN LI Equity
2000-09-29,92.85,SMSN LI Equity
